контекст,snippet_x,snippet_y,category_id,маркер
,"заглавие - это имя произведения -сказки, стихотворения, повести или диктанта, какой-либо работы",а после имени знак препинания ставить не следует.,Contrast,а
,"что в одних предложениях мы сообщаем о чем-либо, рассказываем о каких-то событиях, в других предложениях спрашиваем, ","а в предложениях третьей группы просим о чем-либо, приказываем, требуем.",Contrast 3,а
,лучше развести,"Поэтому, хотя грамматическая теория, безусловно, связана с практической пунктуацией,",Concession,no marker
,Данный типаж в большей степени принадлежит англоамериканской культуре.,"Однако, кроме этнокультурного фактора, на наш взгляд, определенную роль играет и возраст, т.е. социобиологический фактор. Данный типаж - это чаще всего человек молодой или подросткового возраста, и тогда национальная принадлежность отступает на второй план.",Contrast,однако
,"Отношение общества к таким лжецам, как правило, отрицательное, хотя к супружеской неверности может быть разный подход, и отчасти может играть роль этнокультурный и гендерный факторы. Сам лжец в основном не осуждает своих действий, нередко отличается безжалостностью, так как в его ментальном состоянии происходит аксиологический сдвиг, оценки «хорошо» и «плохо» меняются местами (как у лжеца-преступника).","Однако в отличие от преступника, лжец - нарушитель морали чаще испытывает угрызения совести. Например, ситуация супружеской измены может затягиваться на годы именно из-за чувства вины у одного из супругов.",Contrast,однако
,"Супружеские измены, длящиеся продолжительное время, обычно связаны с осуществлением стратегии мистификации,","а другие виды нарушения морали - с манипулированием,",Contrast,а
,"Отношение общества к таким лжецам, как правило, отрицательное, хотя к супружеской неверности может быть разный подход, и отчасти может играть роль этнокультурный и гендерный факторы.","Сам лжец в основном не осуждает своих действий, нередко отличается безжалостностью, так как в его ментальном состоянии происходит аксиологический сдвиг, оценки «хорошо» и «плохо» меняются местами (как у лжеца-преступника).",Contrast,no marker
,"Однако в отличие от преступника,", лжец -нарушитель морали чаще испытывает угрызения совести.,Contrast,в отличие от X
,"Эти две классификации переплетаются,",но в то же время каждая разновидность имеет свою специфику.,Contrast,но
,"Этнокультурный компонент учитывается,",но не находится в центре внимания.,Contrast,но
,"Как мы видели, эти две классификации не являются взаимоисключающими,",В то же время данный признак играет важную роль для характеристики лжи.,Contrast,в то же время
,"она отвечает, что он никогда не просит денег.","При этом она умалчивает, что без всяких просьб снабжает его деньгами.",Contrast,при этом
,"а) При сдержанности, свойственной англичанам, очевидно, первая разновидность, которую мы назвали балагур, для них не типична.",Это в большей степени явление русское.,Contrast,no marker
,"что он не просто бескорыстен,","а он готов лгать ради спасения жизни, репутации или благополучия других людей.",Contrast,не ... а
,"Отношение общества к таким лжецам, как правило, отрицательное,","хотя к супружеской неверности может быть разный подход, и отчасти может играть роль этнокультурный и гендерный факторы.",Concession,хотя
,"и его следует отнести к виду некооперативного общения,",хотя открыто лжец - нарушитель морали обычно избегает конфликтных ситуаций.,Concession,хотя
,"В приведенном примере происходит сокращение компонентного состава всем хорошо известного выражения When in Rome, do as the Romans do. / J3 каком народе живешь, того обычая и держись'; ~ ср. с волками жить - по-волчьи выть; в чужой монастырь со своим уставом не ходят [6, с. 640].","Однако, несмотря на эллиптирование, его семантическая нагрузка сохраняется, а за счет употребления автором во внешнем контексте другой ФЕ to go native ^этим.) перенять обычаи и образ жизни туземцев (о европейцах); перенять обычаи коренных жителей' у читателя-реципиента возникают образные ассоциации, в полной мере раскрывающие семантику сокращенных компонентов.",Contrast,однако
,"В основе имплицирования лежит способность фразеологизма к внутренней перегруппировке сем, при которой «семантика утрачиваемого компонента поглощается значениями оставшихся компонентов» [8, с. 133].","В то время как эксплицирование связано со способностью компонентов ФЕ присоединять «дополнительные» элементы, чаще всего актуализирующие коннотативную сему ФЕ.",Contrast,в то время как
,В данной работе под приемом импликации мы понимаем процесс сокращения языковых знаков фразеологического характера.,"В отличие от имплицирования, прием эксплицирования предполагает развертывание ФЕ, введения одного или нескольких компонентов - распространителей во внутрифразеологический контекст.",Contrast,в отличие от X
,"При имплицировании окказиональная актуализация фразеологизмов осуществляется за счет опоры на внешний контекст,  который позволяет не воспроизводить полностью весь состав ФЕ, при этом с легкостью восстанавливать в памяти реципиента-читателя опущенные элементы.","При эксплицировании индивидуально- авторское преобразование фразеологизмов проявляется на уровне внутреннего фразеологического контекста, конкретизирующего или уточняющего значение определенного компонента или всей ФЕ в целом.",Contrast,no marker
,"некоторые вопросы остаются окончательно не решенными, дискуссионными, требующими дальнейшего изучения и уточнения.","Несмотря на то, что в последние десятилетия был проведен целый ряд исследований, посвященных анализу различных аспектов фразеологического и паремиологического варьирования (В. М. Мокиенко, А. М. Мелерович, Г. Ф. Благова, Е. И. Селиверстова, Н. Н. Федорова, О. Б. Абакумова и др.),",Concession,несмотря на X
,"его семантическая нагрузка сохраняется,","несмотря на эллиптирование,",Concession,несмотря на X
,"Некоторые из них обозначают характер человека, как, например, as vain as peacock (тщеславен как павлин);","другие характеризуют материальное положение, как as poor as a church mouse (беден как церковная мышь).",Contrast,no marker
,"стоит отметить, что оценочный компонент значения, как правило, находит свое отражение в переводе,",однако стилистические оттенки и оценочная коннотация совпадают не всегда.,Contrast,однако
,"Некоторые семан-тико-стилистические потери характерны для переводов на французский язык,","в переводах же на русский язык, напротив, наблюдается тенденция усиления оценочного компонента.",Contrast,напротив
,особый интерес представляет перевод их на русский и французский языки.,"Хотя в количественном отношении число зооморфизмов сравнительно невелико,",Concession,хотя
,"Вопрос о значимости фоновых знаний можно рассматривать, с одной стороны, в широком смысле, как использование соотношения языка и культурного фона страны изучаемого языка. В этом случае речь идет о таг называемом лингвострановедческом подходе к изучению иностранного языка.",В более узком смысле слова фоновые знания могут быть использованы при изучении иностранного языка в медвузена базе специальных текстов определенной медицинской тематики. Здесь фоном могут быть имеющиеся у студентов знания латинского языка.,Contrast,no marker
,"в) Наконец, и русское, и английское слово могут быть сходными по форме,",но обладать разными значениями.,Contrast,но
,"которые отсутствуют в словарях вообще или в данном значении,",но прочно входят в разговорный язык той страны.,Contrast,но
,в английском же языке auditorium - это только помещение.,Для перевода второго значения применяется слово audience.,Contrast,no marker
,"Так, слово декада по -русски- 10 дней, англ. decade - это десятилетие,",хотя исходный корень здесь один: decem - десять.,Concession,хотя
,"С одной стороны, это оценочные языковые средства, относящиеся к положительной оценке основного тезиса: blessing, the benefits, boosts productivity growth, a wave of investments, rapid productivity gains, a shift made smooth and painless.","С другой - это средства отрицательной оценки, характеризующие ситуацию, при которой нехватка рабочей силы должна восполниться притоком дешевой рабочей силы из-за рубежа: curse, evil to be averted, people were cheaper than machines, lag behind, low-tech, inefficient, conspicuous consumption.",Contrast,с одной стороны ... с другой
,"Аргументация - всеобщий мыслительный феномен в том смысле, что по своей структуре, форме, назначению это универсальное средство независимо от социального, классового и других параметров. Аргументация - всеобщий мыслительный феномен и в том смысле, что в принципе выступает как единообразный процесс в различных предметных областях.","Однако нельзя пренебрегать и тем обстоятельством, что эти различные области придают процессу аргументации свой специфический оттенок.",Contrast,однако
,"Он приводит существующие мнения,",а затем с помощью логики и аргументов эти мнения опровергает.,Contrast,а
,"Искусство аргументации включает в себя многие компоненты,","но наиболее важным представляются умение рассуждать обоснованно, подкреплять выдвигаемые положения убедительными аргументами.",Contrast,но
,"каждая из которых имеет свою аргументацию,",но все они подчинены общему глобальному тезису2.,Contrast,но
,Связь между принятием тезиса и удовлетворением индивидуальных потребностей читателя может быть очевидной.,Однако читатель не всегда может обнаружить эту связь.,Contrast,однако
,"она не вышла из активного запаса,",однако претерпела в основном семантические и стилистические изменения.,Contrast,однако
,"Подобная градация терминов, привлеченных из разных отраслей, отражает все разнообразие терминов, используемых в речи спортивных комментаторов,","но следует отметить, что так называемые привлеченные термины, хотя и используются в спортивном дискурсе, не относятся к спортивной терминологической системе английского языка.",Contrast,но
,"которые были заимствованы из другой отрасли,",но необходимы для построения терминов данной сферы [2].,Contrast,но
,"некоторые из них сокращаются,",некоторые сращиваются или превращаются в аббревиатуры:,Contrast,no marker
,"при этом термины функционируют в формальной профессиональной речи,",а профессионализмы - в ее неофициальной или просторечной форме.,Contrast,а
,которые могут претерпевать изменения и переходить на другой качественный лексический уровень.,"С другой стороны, термины могут также претерпевать изменения: деградировать и терять свое положение в системе стилистически дифференцированной лексики.",Contrast,с другой стороны
,"термин должен соответствовать обозначаемому им понятию,","хотя соответствие может быть полным, неполным или частично полным [3].",Concession,хотя
,не относятся к спортивной терминологической системе английского языка.,"хотя и используются в спортивном дискурсе,",Concession,хотя
,"Глагольной формы с аналогичным значением ни в русском, ни во французском нет.","Однако общую тональность фразы (в частности, при переводе на русский язык) удалось сохранить благодаря добавлению обращения, уступительного что ж и внутрикатего-риальной замены (императив, исключающий говорящего, заменен на императив, включающий говорящего).",Contrast,однако
,"Казалось бы, поскольку ранее эта категория при переводе была передана, и в этот раз особых сложностей возникнуть не должно. Кажется вполне ожидаемым, что в крайнем случае переводчик прибегнет к приему опущения и либо сохранит исходный уровень вежливости, либо понизит его.","Однако происходит наоборот: степень вежливости при переводе оказывается выше, чем в оригинале. Сравним: Таблица 4. Первая встреча Тихиро и Юбабы [Таблица]",Contrast,однако наоборот
,"Из них троих Рин занимает самое высокое положение, поэтому в ее речи используются исключительно простые формы. В оригинале Рин - по-своему добрая, но грубоватая девушка. В разговоре с Камадзи она всегда прибегает к разговорно-фамильярному регистру (разговорному - т.к. она хорошо к нему относится, фамильярному - т.к. он занимает более низкое положение).","Приемы добавления (обращение) и рекатегоризации (вопросительная форма) вместе с антонимичной конструкцией и эквивалентной заменой приводят к тому, что раздраженно-приказное замечание превращается в мягкий упрек-просьбу:",Contrast,no marker
,"В оригинале в речи Рин на протяжении всего фильма используются исключительно простые формы,","в то время как в переводе появляются условное наклонение, смягчающие вводные конструкции, вопросительные формы вместо повелительного наклонения.",Contrast,в то время как
,"Аналогичных форм в языках перевода нет,",однако в данном случае трансформации не влекут за собой никакой потери смысла.,Contrast,однако
,Адрессивные указывают на почтительное отношение к собеседнику;,неадрессивные обычно не несут в себе такой информации.,Contrast,no marker
,"в русском есть «дружеское ты» и «начальническое ты»,",а в западных языках - обычно только первое [Ibidem].,Contrast,а
,"если в одном случае (приветствие гостей) они оказываются удачны и приемлемы,",то в другом (диалог Юбабы и Тихиро) их использование может привести к искажениям.,Contrast,если ... то
,"одна передает отношение говорящего к собеседнику,",другая - семантическому субъекту и/или объекту действия.,Contrast,один ... другой
,переводчикам вновь удалось эту тональность передать.,"несмотря на использование совершенно разных приемов,",Concession,несмотря на X
,"Таким образом, конкретная речевая ситуация характеризуется конкретным актом побуждения.","Абстрактное же стремление говорящего вызвать действие, направленное на изменение или сохранение существующей действительности, объединяет все варианты побуждения и выражает инвариантную побудительную семантику.",Contrast,же
,"Первый этап (этап номинации понятия «побудительность») тесно связан с проблемой терминологической определенности в научном исследовании. В многочисленных работах, посвященных исследованию побудительной коммуникативной ситуации — постоянного объекта внимания в области прагмалингвистики, — не наблюдается терминологического единообразия. Исследуя побудительное значение, ученые оперируют терминами «побуждение», «повелительность», «побудительность», «волеизъявление».","Между тем, при отсутствии единообразного толкования этих терминов затруднительно дать четкую характеристику структуры рассматриваемой категории и детально проанализировать составляющие компоненты. Часто исследователи предпочитают не заострять внимания на терминологических тонкостях, говоря о функционально-семантическом поле побуждения, повелительности, побудительности, подразумевая под этим одно и то же явление13.",Contrast,между тем
,"Так, С. Ю. Рубцова считает, что «функционально-семантическое поле повелительности в плане содержания, с учетом логического и коммуникативного аспектов, делится на два микрополя — побудительности (центральное) и желательности (периферийное)»14,","М. Б. Бергельсон анализирует побудительное значение, используя термин волеизъявление для обозначения оптатива, а побуждение — для императива15.",Contrast 3,no marker
,"Большинство исследователей указывают на полевую структуру категории побудительности,",однако под одним и тем же термином подразумевают разные явления или же представляют различающиеся дихотомические построения.,Contrast,no marker
,"Так, С. Ю. Рубцова считает, что «функционально-семантическое поле повелительности в плане содержания, с учетом логического и коммуникативного аспектов, делится на два микрополя — побудительности (центральное) и желательности (периферийное)»14, при этом центральным смысловым компонентом микрополя побудительности является значение непосредственного побуждения. М. Б. Бергельсон анализирует побудительное значение, используя термин волеизъявление для обозначения оптатива, а побуждение — для императива15.","В других же исследованиях волеизъявление трактуется как интегральный признак или основное инвариантное значение категории повелительности. Так, Г. Ф. Музыкантов отмечает: «Каждый из составляющих сектора (или микрополя — А. М.) обнаруживает интегральный признак ‘‘ волеизъявление”»16. Аналогичную точку зрения разделяет С. Ю. Рубцова, называя волеизъявление основным инвариантным значением категории повелительности17. Однако волеизъявление представляется понятием более широким, включающим в себя повелительность.",Contrast 3,же
,"Позиция говорящего при анализе побудительности в коммуникативно-прагматическом аспекте является доминирующей,","Однако, ориентируясь на такие важные составляющие коммуникативного акта, как целенаправленность и оказание воздействия на адресата, следует учитывать, что реализация коммуникативных интенций говорящего полностью зависит от восприятия содержания информации слушающим.",Contrast,однако
,"Основное назначение коммуникативных категорий — не упорядочение сведений о нормах и правилах общения,","а обеспечение, организация речевого общения в обществе.",Contrast,не ... а
,"категория побудительности в статусе коммуникативно-прагматическом более наглядно продемонстрирует то новое, что может дать системное описание коммуникативного уровня родственных языков в сопоставительном аспекте, в частности, сопоставительная прагматика,","Несмотря на то что изучение волеизъявления имеет известную лингвистическую традицию,",Concession,несмотря на X
,"Исходя из вышесказанного, считаем целесообразным при исследовании категории побудительности дифференцировать в ее структуре функционально-семантическую и коммуникативно-прагматическую составляющие. И если функционально-семантический план соотнесен с планом выражения категории, представляя совокупность языковых средств, реализующих побудительное значение, то коммуникативно-прагматический план — это план содержания, обусловливающий все многообразие и в то же время интен-циональную целостность выражения побудительного значения в коммуникативном акте.","Хотя, думается, вполне логично считать категорию побудительности коммуникативно -прагматической при учете соответствующего содержательного подхода к ее исследованию. В пользу этого говорит и наличие коммуникативно-прагматического статуса у категории модальности23, в рамках которой категория побудительности сформирована.",Concession,хотя
,"свидетельствуют о наличии некой (побудительной) коммуникативной ситуации,","несмотря на свои вариативные различия,",Concession,несмотря на X
,"Таким образом, во французском языке превалируют звуки, образуемые в передней части голосового аппарата.","В английском языке, напротив, преобладают гласные звуки заднего ряда.",Contrast 3,напротив
,"Таким образом, во французском языке превалируют звуки, образуемые в передней части голосового аппарата.",В русском языке - среднего ряда.,Contrast 3,no marker
,"Так как становление фонетических механизмов мало зависит от когнитивного опыта человека,","а в большей степени от индивидуальных, генетически определенных способностей человека,",Contrast,а
,"По мнению психологов, более эффективными и отвечающими особенностям возраста студентов оказываются аналитические формы работы, систематизация и сравнение языковых фактов. По подсчетам лингвистов, лексический запас французского языка на 65% латинского происхождения, слова, пришедшие из английского языка, составляют в нем около 2% лексики; в современном английском языке около 75% всех употребляемых слов по происхождению французские и латинские. Кроме того, в активном словаре русского, английского и французского языков насчитывается около 10% интернациональной лексики. Именно поэтому можно утверждать, что умение выявлять и анализировать лексические совпадения русского, английского и французского языков облегчает процесс овладения данными языками.","Однако следует подчеркнуть, что доля положительного переноса значительна лишь при зрительном восприятии и узнавании. Несовпадение объема значений слов во французском и английском языках порождает интерференцию как в рецепции, так и в продукции. Например: Французский язык Английский язык caractre (характер) character (герой произведения) place (место, площадь) place (место) large (широкий) large (большой) rester (оставаться) to rest (отдыхать)",Contrast,однако
,При изучении французского как первого иностранного языка специально не тренируется согласование прилагательного с существительным в роде и числе.,"Но если эта практика переносится на методику обучения французскому языку на базе английского, то результатом будут устойчивые ошибки студентов вследствие интерферирующего влияния английского языка, для которого характерно примыкание [4].",Contrast,но
,"Антропонимический элемент (одно из подлинных имен человека) является главным индивидуализатором,",а нарицательный элемент характеризует его по каким-либо внешним или деятельностным признакам.,Contrast,а
,"В большинстве своем прозвища образны,",но эта образность имеет обобщенный характер.,Contrast,но
,Некоторые прозвища действительно называют определенную черту характера или внешнюю примету;,"другие — расплывчато-образны, допускают различные толкования или вообще не связаны с характеристиками человека.",Contrast,некоторые ... другие
,"когда имя референта неизвестно или не имеет значения,",но человека требуется как-то выделить среди остальных.,Contrast,но
,"что решающим для выяснения того или иного семантического оттенка существительного является не артикль, а контекст, общий смысл речи и всей ситуации, в которой протекает речь.",Сам артикль получает свою семантическую определенность из этого контекста .,Contrast,no marker
,"что они отражают не отношения между предметами и явлениями, существующие независимо от говорящих (как, например, значение падежей),",а выражают отношения к предметам и явлениям участников акта общения - говорящего и слушающего».,Contrast,не ... а
,"В настоящее время многие авторы, например, И. Крамский считают, что эта категория универсальная, в некоторых языках выраженная не формальными средствами (артикль, в обычном понимании этого слова, в них отсутствует).","Другие, например, С.Д.Кацнельсон, придерживается несколько иного имени: категория определенности/неопределенности не универсальна, но «в ее содержание входит некоторые моменты, обязательные для любого достаточно развитого языка, безразлично, есть ли в нем артикль или нет».",Contrast,no marker
,"Если в предложении идет речь о неизвестном для слушающего в предмете, имя как бы вводит данный предмет в его сознание,","если же - об известном, то имя аппелирует к уже имеющемуся опыту.",Contrast,же
,"Так, «наивные контексты пресуппозиции » (определение Почепцева Г.Г.) предложений, имеющих в своем составе конкретное имя, содержат информацию о существовании и единичности объекта - референта имени. Например, предложение «Вчера я встретил одного приятеля» может быть интерпретировано следующим образом: Есть у меня один приятель. Я его встретил вчера.","Что касается предложений, имеющих в своем составе произвольное имя, то они данной пресуппозиции не содержат, ср.: Дай мне карандаш! = Есть один карандаш. Дай мне его.",Contrast,no marker
,"в одном случае речь пойдет о ""о каком - то предмете (факт его существования и единичности-презумпция предложения),",в другом - «о каком-нибудь» предмете (факт его существования и единичности предложением не имплицируется).,Contrast,в одном случае ... в другом
,«В разрез со своей основной функцией - сплочения различных объектов в один общий класс,"-интенсионал служит теперь, как бы странно это не звучало, целям различения объектов внутри класса.",Contrast,в разрез
,"когда автор речи предполагает, что предмет неизвестен слушающему,","хотя и знает, что последний, со своей стороны, способен идентифицировать его.",Concession,хотя
,"В любом из приведенных примеров идентифицируемый объект известен адресату речи только в том смысле, что он понимает, о котором из объектов одноименного класса идет речь;","реального знания о нем, знакомства с индивидуальностью каждого у него быть не может.",Contrast,no marker
,"что во всех случаях пересекается действие трех различных категорий,","(кроме первого, где имя лишено денотативной отнесенности)",Contrast,кроме
,"Жизненный кризис заставляет Лорана сменить место работы. Из насиженного центра Парижа он перебирается на самые его задворки, в школу для бедных и эмигрантов, туда, где улицами правят банды и где дети взрослеют раньше, чем «начнешь их учить».","Но Лоран крепкий орешек, и, ни местные хулиганы, ни раздраженные коллеги, ни проблемы в личной жизни его не пугают. Он знает - профессия учителя по-своему опасна, но все равно - это самая прекрасная профессия в мире... [13].",Contrast,но
,"С целью достижения прагматической адаптации текста, переводчикам, неизбежно, приходится прибегать к всевозможным переводческим уловкам (преобразованиям).","Однако какие бы трансформации ни осуществлял переводчик, последние должны быть всегда мотивированными и не приводить к изменению прагматического аспекта высказывания [6, с. 168].",Contrast,однако
,"Надо полагать, что это содержание будет понято читателем-французом вполне адекватно.","Для русского читателя, однако, этот текст оказывается гораздо более выразительным.",Contrast,однако
,"Он знает - профессия учителя по-своему опасна,",но все равно - это самая прекрасная профессия в мире... [13].,Contrast,но
,"и свободно чувствовать себя в том лингвистическом пространстве, в котором он работает, разумеется, выходя при необходимости, за его границы (например, в случае, когда речь идет о передаче жаргонной лексики, арго, ненормативных высказываний и пр.),","но делать это следует осмотрительно, учитывая многие факторы: экстралингвистическую ситуацию, контекст, морально-этические нормы.",Contrast,но
